chamber,congress,year,party.mean.diff.d1,prop.moderate.d1,prop.moderate.dem.d1,prop.moderate.rep.d1,overlap,chamber.mean.d1,chamber.mean.d2,dem.mean.d1,dem.mean.d2,rep.mean.d1,rep.mean.d2,north.rep.mean.d1,north.rep.mean.d2,south.rep.mean.d1,south.rep.mean.d2,north.dem.mean.d1,north.dem.mean.d2,south.dem.mean.d1,south.dem.mean.d2
House,90,1967,0.538546455026455,0.4214123006833713,0.332,0.5396825396825397,0.46924829157175396,-0.06366287015945331,0.09802277904328018,-0.29552,0.317728,0.24302645502645503,-0.1925925925925926,0.23947560975609755,-0.25328048780487805,0.26632,0.20552,-0.3860674846625767,0.055914110429447855,-0.1258735632183908,0.8082528735632184
House,91,1969,0.5643911155778895,0.4053452115812918,0.3,0.5376884422110553,0.4521158129175947,-0.05962583518930958,0.08241202672605791,-0.309768,0.289128,0.25462311557788947,-0.1772814070351759,0.25253488372093025,-0.23536627906976745,0.2679259259259259,0.19274074074074074,-0.39335928143712573,0.0432874251497006,-0.14157831325301204,0.7837710843373494
House,92,1971,0.5649482625482626,0.4009009009009009,0.3088803088803089,0.5297297297297298,0.4436936936936937,-0.07515315315315316,0.09827027027027027,-0.31054826254826257,0.2947104247104247,0.2544,-0.17674594594594595,0.24817088607594937,-0.24012025316455696,0.29085185185185186,0.19411111111111112,-0.3935174418604651,0.052930232558139535,-0.14651724137931035,0.772712643678161
House,93,1973,0.5844110694183865,0.3755656108597285,0.2804878048780488,0.49743589743589745,0.4331065759637188,-0.06585294117647059,0.06529638009049774,-0.3234674796747968,0.23640650406504066,0.2609435897435897,-0.14995384615384616,0.2534601226993865,-0.20544785276073618,0.2990625,0.13271875,-0.3937090909090909,0.01607878787878788,-0.18038271604938272,0.6852222222222222
House,94,1975,0.5803027210884354,0.35600907029478457,0.2857142857142857,0.4965986394557823,0.4399092970521542,-0.12185487528344671,0.03628798185941043,-0.3152891156462585,0.14188095238095239,0.2650136054421769,-0.17489795918367346,0.2518655462184874,-0.23426050420168068,0.32089285714285715,0.07739285714285714,-0.3730966183574879,-0.06053623188405797,-0.17774712643678162,0.6234942528735632
House,95,1977,0.5730544217687075,0.36507936507936506,0.3129251700680272,0.46938775510204084,0.4444444444444444,-0.11488662131519274,0.019666666666666666,-0.3059047619047619,0.11870068027210884,0.26714965986394557,-0.17840136054421768,0.2573697478991597,-0.24328571428571427,0.3087142857142857,0.09735714285714285,-0.3611449275362319,-0.07128019323671497,-0.1744712643678161,0.5707241379310345
House,96,1979,0.5961064521120223,0.34615384615384615,0.31316725978647686,0.40372670807453415,0.4230769230769231,-0.08419004524886878,0.004739819004524886,-0.3013238434163701,0.10966548042704626,0.29478260869565215,-0.1783913043478261,0.284093023255814,-0.23789147286821705,0.337875,0.061468749999999996,-0.3568241206030151,-0.07042211055276382,-0.16663414634146342,0.5467073170731708
House,97,1981,0.6069059117574156,0.34234234234234234,0.3319838056680162,0.35714285714285715,0.4966139954853273,-0.032950450450450454,-0.03657882882882883,-0.3004008097165992,0.09208906882591093,0.3065051020408163,-0.19862244897959183,0.2925,-0.25394871794871793,0.36112500000000003,0.01715,-0.3647514450867052,-0.10673988439306359,-0.14995945945945946,0.5569189189189189
House,98,1983,0.6274394593166608,0.31662870159453305,0.3235294117647059,0.30538922155688625,0.4305239179954442,-0.06310250569476082,-0.03472892938496583,-0.30178676470588234,0.07076838235294118,0.32565269461077845,-0.20655688622754492,0.3145267175572519,-0.2615038167938931,0.3661388888888889,-0.006611111111111112,-0.3663048128342246,-0.12622994652406416,-0.15984705882352943,0.504164705882353
House,99,1985,0.6432929191431137,0.3052391799544419,0.31906614785992216,0.2857142857142857,0.09567198177676538,-0.042833712984054674,-0.0400751708428246,-0.3095291828793774,0.08184046692607004,0.3337637362637363,-0.21223076923076922,0.31718840579710145,-0.2781159420289855,0.38575,-0.00559090909090909,-0.3625083798882682,-0.10815083798882681,-0.18794871794871795,0.5178461538461538
House,100,1987,0.6446296430551409,0.3129251700680272,0.3282442748091603,0.2905027932960894,0.09523809523809523,-0.04766439909297052,-0.043934240362811794,-0.30931679389312977,0.08510687022900763,0.33531284916201115,-0.2328100558659218,0.3139124087591241,-0.29537226277372264,0.4051190476190476,-0.028738095238095236,-0.3596923076923077,-0.09328021978021978,-0.1947125,0.49093749999999997
